Spalte2	Spalte1
Mathematics, Natural Sciences and IT	Physics, Astronomy
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Master of Science in Photonics • Friedrich Schiller University Jena • Jena
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Physics, Astronomy
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Master of Science in Molecular Medicine • Friedrich Schiller University Jena • Jena
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Biology
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Master of Science in Molecular Life Sciences • Friedrich Schiller University Jena • Jena
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Biology
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Master of Science Biochemistry • Friedrich Schiller University Jena • Jena
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Biology
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Master of Science in Medical Photonics • Friedrich Schiller University Jena • Jena
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Medicine in general
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Master of Science in Mathematics • Friedrich Schiller University Jena • Jena
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Mathematics
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Master of Science in Chemistry of Materials • Friedrich Schiller University Jena • Jena
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Chemistry
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Master of Science in Business Mathematics • Friedrich Schiller University Jena • Jena
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Mathematics
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Master of Science Evolution, Ecology and Systematics (MEES) • Friedrich Schiller University Jena • Jena
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Biology
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Master of Science in Nuclear Applications (MNA) • FH Aachen University of Applied Sciences • Jülich
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Engineering in general
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Embedded Computing Systems (ESY) • RPTU University of Kaiserslautern-Landau • Kaiserslautern
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Electrical Engineering
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Computer Science (Master of Science) • RPTU University of Kaiserslautern-Landau • Kaiserslautern
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Computer Science
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Master's in Mathematics International • RPTU University of Kaiserslautern-Landau • Kaiserslautern
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Mathematics
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Master of Science in Cognitive Science • RPTU University of Kaiserslautern-Landau • Kaiserslautern
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Social Science
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Actuarial and Financial Mathematics • RPTU University of Kaiserslautern-Landau • Kaiserslautern
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Mathematics
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Master's: Advanced Quantum Physics • RPTU University of Kaiserslautern-Landau • Kaiserslautern
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Physics, Astronomy
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Master's Biology – Specialisation Microbial & Plant Biotechnology (MPBiotec) • RPTU University of Kaiserslautern-Landau • Kaiserslautern
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Biology
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Master's in Biology – Specialisation in Molecular Cell Biology (MCB) • RPTU University of Kaiserslautern-Landau • Kaiserslautern
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Biology
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Master's in Biology - Specialisation Neurobiology (Neuro) • RPTU University of Kaiserslautern-Landau • Kaiserslautern
